# 
#>>chng 2023 feb 1, https://atct.anl.gov/Thermochemical Data
# columns are species label, formation enthalpy at OK in KJ/mol
#
D     	219.804
D+    	1532.210
D-    	146.991
D2	0.0
D2+	1488.3
D3+   	1107
HD    	0.328
HD+   	1490.498
H2D+  	1107
HD2+  	1107
HeD+  	1352
OD      38.4



# nothing after above line is processed
H2DCO 	0
H2DCO+	0
D2O   	0
CD4   	0
CHD3  	0
CH2D2 	0
ND3   	0
NHD2  	0
