20061204
3 3 4.500000e-13 6.480000e-01
3 4 2.680000e-12 7.250000e-01
3 5 4.900000e-12 8.030000e-01
3 6 9.400000e-12 7.650000e-01
3 7 1.590000e-11 7.590000e-01
3 8 1.919000e-11 7.849000e-01
3 9 2.800000e-11 7.710000e-01
3 10 4.030000e-11 7.873000e-01
3 11 6.830000e-11 7.650000e-01
3 12 8.343000e-11 8.291000e-01
3 13 1.430000e-10 8.230000e-01
3 14 1.460000e-10 8.391000e-01
3 15 2.000000e-10 8.060000e-01
3 16 2.091000e-10 8.691000e-01
3 17 3.070000e-10 8.190000e-01
3 18 3.210000e-10 8.934000e-01
3 19 4.610000e-10 8.330000e-01
3 20 4.870000e-10 8.060000e-01
3 21 5.139000e-10 7.781000e-01
3 22 5.850000e-10 7.570000e-01
3 23 6.556000e-10 7.359000e-01
3 24 7.238000e-10 7.242000e-01
3 26 8.404000e-10 7.167000e-01
3 27 1.360000e-09 8.420000e-01
3 28 1.880000e-09 8.420000e-01
3 29 2.400000e-09 8.420000e-01
3 30 2.920000e-09 8.420000e-01
3 31 3.440000e-09 8.420000e-01
3 32 3.960000e-09 8.420000e-01
3 33 4.482000e-09 8.420000e-01
3 34 5.003000e-09 8.420000e-01
3 35 5.526000e-09 8.420000e-01
3 36 5.526000e-09 8.420000e-01
3 37 5.526000e-09 8.420000e-01
3 38 5.526000e-09 8.420000e-01
3 39 5.526000e-09 8.420000e-01
3 40 5.526000e-09 8.420000e-01
3 41 5.526000e-09 8.420000e-01
3 42 5.526000e-09 8.420000e-01
3 43 5.526000e-09 8.420000e-01
3 44 5.526000e-09 8.420000e-01
3 45 5.526000e-09 8.420000e-01
3 46 5.526000e-09 8.420000e-01
3 47 5.526000e-09 8.420000e-01
3 48 5.526000e-09 8.420000e-01
3 49 5.526000e-09 8.420000e-01
3 50 5.526000e-09 8.420000e-01
3 51 5.526000e-09 8.420000e-01
3 52 5.526000e-09 8.420000e-01
3 53 5.526000e-09 8.420000e-01
4 4 4.600000e-13 6.360000e-01
4 5 2.300000e-12 6.450000e-01
4 6 5.000000e-12 6.760000e-01
4 7 9.600000e-12 6.700000e-01
4 8 1.558000e-11 6.816000e-01
4 9 2.300000e-11 7.040000e-01
4 10 3.253000e-11 7.075000e-01
4 11 4.600000e-11 7.110000e-01
4 12 5.951000e-11 7.125000e-01
4 13 7.700000e-11 7.140000e-01
4 14 1.042000e-10 7.330000e-01
4 15 1.400000e-10 7.550000e-01
4 16 1.760000e-10 7.682000e-01
4 17 2.140000e-10 7.740000e-01
4 18 2.629000e-10 7.772000e-01
4 19 3.240000e-10 7.800000e-01
4 20 3.970000e-10 7.840000e-01
4 21 4.700000e-10 7.873000e-01
4 22 5.500000e-10 7.910000e-01
4 23 6.301000e-10 7.952000e-01
4 24 7.058000e-10 7.982000e-01
4 26 8.252000e-10 8.004000e-01
4 27 8.710000e-10 8.000000e-01
4 28 9.170000e-10 8.000000e-01
4 29 9.630000e-10 7.990000e-01
4 30 1.009000e-09 7.990000e-01
4 31 1.055000e-09 7.990000e-01
4 32 1.101000e-09 7.990000e-01
4 33 1.148000e-09 7.990000e-01
4 34 1.195000e-09 7.990000e-01
4 35 1.242000e-09 7.990000e-01
4 36 1.242000e-09 7.990000e-01
4 37 1.242000e-09 7.990000e-01
4 38 1.242000e-09 7.990000e-01
4 39 1.242000e-09 7.990000e-01
4 40 1.242000e-09 7.990000e-01
4 41 1.242000e-09 7.990000e-01
4 42 1.242000e-09 7.990000e-01
4 43 1.242000e-09 7.990000e-01
4 44 1.242000e-09 7.990000e-01
4 45 1.242000e-09 7.990000e-01
4 46 1.242000e-09 7.990000e-01
4 47 1.242000e-09 7.990000e-01
4 48 1.242000e-09 7.990000e-01
4 49 1.242000e-09 7.990000e-01
4 50 1.242000e-09 7.990000e-01
4 51 1.242000e-09 7.990000e-01
4 52 1.242000e-09 7.990000e-01
4 53 1.242000e-09 7.990000e-01
5 5 4.700000e-13 6.240000e-01
5 6 2.200000e-12 6.390000e-01
5 7 5.100000e-12 6.600000e-01
5 8 9.171000e-12 6.757000e-01
5 9 1.500000e-11 6.840000e-01
5 10 2.191000e-11 6.875000e-01
5 11 3.200000e-11 6.910000e-01
5 12 4.308000e-11 6.970000e-01
5 13 5.800000e-11 7.030000e-01
5 14 7.316000e-11 7.027000e-01
5 15 9.200000e-11 7.140000e-01
5 16 1.198000e-10 7.508000e-01
5 17 1.580000e-10 7.900000e-01
5 18 2.048000e-10 8.032000e-01
5 19 2.600000e-10 8.000000e-01
5 20 3.280000e-10 7.990000e-01
5 21 3.966000e-10 7.973000e-01
5 22 4.760000e-10 8.000000e-01
5 23 5.547000e-10 8.027000e-01
5 24 6.313000e-10 8.058000e-01
5 26 7.503000e-10 8.085000e-01
5 27 7.940000e-10 8.080000e-01
5 28 8.380000e-10 8.080000e-01
5 29 8.810000e-10 8.070000e-01
5 30 9.240000e-10 8.070000e-01
5 31 9.687000e-10 8.070000e-01
5 32 1.017000e-09 8.070000e-01
5 33 1.070000e-09 8.070000e-01
5 34 1.130000e-09 8.070000e-01
5 35 1.199000e-09 8.070000e-01
5 36 1.199000e-09 8.070000e-01
5 37 1.199000e-09 8.070000e-01
5 38 1.199000e-09 8.070000e-01
5 39 1.199000e-09 8.070000e-01
5 40 1.199000e-09 8.070000e-01
5 41 1.199000e-09 8.070000e-01
5 42 1.199000e-09 8.070000e-01
5 43 1.199000e-09 8.070000e-01
5 44 1.199000e-09 8.070000e-01
5 45 1.199000e-09 8.070000e-01
5 46 1.199000e-09 8.070000e-01
5 47 1.199000e-09 8.070000e-01
5 48 1.199000e-09 8.070000e-01
5 49 1.199000e-09 8.070000e-01
5 50 1.199000e-09 8.070000e-01
5 51 1.199000e-09 8.070000e-01
5 52 1.199000e-09 8.070000e-01
5 53 1.199000e-09 8.070000e-01
6 6 4.100000e-13 6.080000e-01
6 7 2.000000e-12 6.460000e-01
6 8 5.231000e-12 6.615000e-01
6 9 9.100000e-12 6.680000e-01
6 10 1.447000e-11 6.814000e-01
6 11 2.300000e-11 6.950000e-01
6 12 3.145000e-11 6.915000e-01
6 13 4.300000e-11 6.880000e-01
6 14 5.659000e-11 7.023000e-01
6 15 7.400000e-11 7.160000e-01
6 16 9.561000e-11 7.102000e-01
6 17 1.230000e-10 7.020000e-01
6 18 1.587000e-10 7.105000e-01
6 19 2.040000e-10 7.300000e-01
6 20 2.630000e-10 7.490000e-01
6 21 3.220000e-10 7.683000e-01
6 22 3.950000e-10 7.830000e-01
6 23 4.671000e-10 7.967000e-01
6 24 5.407000e-10 8.058000e-01
6 26 6.611000e-10 8.121000e-01
6 27 7.080000e-10 8.110000e-01
6 28 7.550000e-10 8.100000e-01
6 29 8.020000e-10 8.090000e-01
6 30 8.490000e-10 8.090000e-01
6 31 8.960000e-10 8.090000e-01
6 32 9.432000e-10 8.090000e-01
6 33 9.904000e-10 8.090000e-01
6 34 1.038000e-09 8.090000e-01
6 35 1.085000e-09 8.090000e-01
6 36 1.085000e-09 8.090000e-01
6 37 1.085000e-09 8.090000e-01
6 38 1.085000e-09 8.090000e-01
6 39 1.085000e-09 8.090000e-01
6 40 1.085000e-09 8.090000e-01
6 41 1.085000e-09 8.090000e-01
6 42 1.085000e-09 8.090000e-01
6 43 1.085000e-09 8.090000e-01
6 44 1.085000e-09 8.090000e-01
6 45 1.085000e-09 8.090000e-01
6 46 1.085000e-09 8.090000e-01
6 47 1.085000e-09 8.090000e-01
6 48 1.085000e-09 8.090000e-01
6 49 1.085000e-09 8.090000e-01
6 50 1.085000e-09 8.090000e-01
6 51 1.085000e-09 8.090000e-01
6 52 1.085000e-09 8.090000e-01
6 53 1.085000e-09 8.090000e-01
7 7 3.100000e-13 6.780000e-01
7 8 1.344000e-12 6.708000e-01
7 9 4.400000e-12 6.750000e-01
7 10 7.849000e-12 6.952000e-01
7 11 1.400000e-11 7.160000e-01
7 12 2.049000e-11 7.090000e-01
7 13 3.000000e-11 7.020000e-01
7 14 4.125000e-11 6.965000e-01
7 15 5.500000e-11 7.110000e-01
7 16 7.280000e-11 7.518000e-01
7 17 9.550000e-11 7.930000e-01
7 18 1.235000e-10 8.052000e-01
7 19 1.580000e-10 8.000000e-01
7 20 2.060000e-10 7.990000e-01
7 21 2.537000e-10 7.977000e-01
7 22 3.190000e-10 8.020000e-01
7 23 3.844000e-10 8.071000e-01
7 24 4.564000e-10 8.124000e-01
7 26 5.842000e-10 8.168000e-01
7 27 6.380000e-10 8.160000e-01
7 28 6.920000e-10 8.150000e-01
7 29 7.460000e-10 8.140000e-01
7 30 8.000000e-10 8.140000e-01
7 31 8.541000e-10 8.140000e-01
7 32 9.083000e-10 8.140000e-01
7 33 9.628000e-10 8.140000e-01
7 34 1.018000e-09 8.140000e-01
