20190102 # magic number
# Give level energies in cm^-1 for each ion.
# Each line gives n, l, S, J, energy, energy uncertainty.
# The last entry for each ion is the ionization potential.
# It is marked with negative quantum numbers. The ionization
# potential MUST be the last entry for a given element!
#
# NIST data for n<=6 were downloaded using ADM.
#
 1  0  1  0         0    24  
 2  0  3 -1  93041244    21  
 2  1  3  0  93371199    23  
 2  1  3  1  93393073    21  
 2  0  1  0  93394941    22  
 2  1  3  2  93796985    21  
 2  1  1  1  93978120    20  
 3  0  3 -1 110339350 240
 3  0  1  0 110432860   240  
 3  1  3 -1 110502610 78.8811
 3  1  1  1 110606300   120  
 3  2  3 -1 110622317.333333 78.9571
 3  2  1  2 110648420   130  
 4  0  3 -1 116333590 230
 4  0  1  0 116371450   230  
 4  1  3 -1 116401411.111111 78.8811
 4  1  1  1 116444560   120  
 4  2  3 -1 116451498.666667 78.9571
 4  2  1  2 116462700   130  
 4  3  3 -1 116466127.142857 77.0708
 4  3  1  3 116471680   130  
 5  0  3 -1 119091240 230
 5  0  1  0 119110250   230  
 5  1  3 -1 119125688.888889 78.8811
 5  1  1  1 119147640   120  
 5  2  3 -1 119151222.666667 72.8835
 5  2  1  2 119156990   120  
 5  3  3 -1 119158755.238095 71.1423
 5  3  1  3 119161600   120  
 5  4  3 -1 119162577.407407 70.4132
 5  4  1  4 119164330   120  
 6  0  3 -1 120583090 230
 6  0  1  0 120593950   230  
 6  1  3 -1 120602921.111111 78.8811
 6  1  1  1 120615570   120  
 6  2  3 -1 120617636.666667 72.8835
 6  2  1  2 120620990   120  
 6  3  3 -1 120621990 71.1423
 6  3  1  3 120623640   120  
 6  4  3 -1 120624188.518519 70.4132
 6  4  1  4 120625210   120  
 6  5  3 -1 120625564.545455 70.0413
 6  5  1  5 120626260   120  
#
# 
# Bibliography:
# -------------
# PUB     Refcode: L19700c211 on NIST
# PUBCON      URL: https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&db_id=19700&comment_code=c211&element=Se&spectr_charge=33&ref=19700&type=E
# PUBCON    Title: Energy Levels and Transition Rates for Helium-like Ions with Z = 10–36
# PUBCON  Authors: R. Si and X. L. Guo and K. Wang and S. Li and J. Yan and C. Y. Chen and T. Brage and Y. M. Zou
# PUBCON Citation: Astron. Astrophys. 592, p. A141 (2016)
# PUBCON      DOI: https://doi.org/10.1051/0004-6361/201628656
# PUBCON  Comment: Derivation of excitation energies from the transition data reported by Si et al. 2016 involved two steps. First, four adjusted values were calculated for each 1snl $^{1,3}$L$_{J}$ levels (n = 3–6, l = d, f, g, h) by addding the separations of these levels from the corresponding 1snp $^{1,3}$P°$_{0,1,2}$ levels (from Si et al.) were added to the reference values of those lower levels taken from Yerokhin & Surzhykov 2019 . Then these four adjusted values were averaged, the straight arithmetic mean providing the final adjusted level value and the root-mean-square deviation from the mean providing an estimate of uncertainty. For the 1s3d levels, thus derived adjusted values of Si et al. are in good agreement with the data derived in a similar way from the unified-theory calculation of Drake 1956 L. This adjustment was made by A. Kramida (unpublished, 2023).
# 
# PUB     Refcode: L21139 on NIST
